No,Nama,LLDikti,
3016,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Santu Paulus,15,
3017,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Saumlaki,12,
3018,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Setia Budhi Rangkasbitung,4,
3019,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Singkawang,11,
3020,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Soe,15,
3021,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Suar Bangli,8,
3022,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Subang,4,
3023,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Syekh Manshur,4,
3024,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Usman Safri Kutacane,13,
3025,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Weetebula,15,
3026,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Widya Yuwana,7,
3027,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Yayasan Abdi Pendidikan,10,
3028,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan YDB Lubuk Alung,10,
3029,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan YPM Bangko,10,
3030,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan YPUP Makassar,9,
3031,Sekolah Tinggi Keguruan Ilmu Pendidikan Adzkia,10,
3032,Sekolah Tinggi Keguruan Ilmu Pendidikan Al-Azhar Diniyyah Jambi,10,
3033,Sekolah Tinggi Kepemerintahan Dan Kebijakan Publik,3,
3034,SEKOLAH TINGGI KESEHATAN AL-FATAH BENGKULU,,
3035,SEKOLAH TINGGI KESEHATAN BINA CIPTA HUSADA PURWOKERTO,,
3036,SEKOLAH TINGGI KESEHATAN INDONESIA WIRAUTAMA,,
3037,SEKOLAH TINGGI KESEHATAN MASYARAKAT WIDYA DHARMA PALEMBANG,,
3038,Sekolah Tinggi Kesenian Wilwatikta,7,
3039,Sekolah Tinggi Khonghucu Indonesia,,
3040,Sekolah Tinggi Komputer Al Ma Soem,4,
3041,Sekolah Tinggi Kulliyatul Qur'an Al-Hikam Depok,,
3042,Sekolah Tinggi Manajemen Asuransi Trisakti,3,
3043,Sekolah Tinggi Manajemen Dan Ilmu Komputer Kuwera,3,
3044,Sekolah Tinggi Manajemen Dan Ilmu Komputer Umel Mandiri,14,
3045,Sekolah Tinggi Manajemen Immi,3,
3046,Sekolah Tinggi Manajemen Informatika Dan Komputer AKAKOM Yogyakarta,5,
3047,Sekolah Tinggi Manajemen Informatika Dan Komputer AKBA,9,
3048,Sekolah Tinggi Manajemen Informatika Dan Komputer AMIK Bandung,4,
3049,Sekolah Tinggi Manajemen Informatika Dan Komputer AMIK Riau,10,
3050,Sekolah Tinggi Manajemen Informatika Dan Komputer AMIKOM Purwokerto,6,
3051,Sekolah Tinggi Manajemen Informatika Dan Komputer AMIKOM Surakarta,6,
3052,Sekolah Tinggi Manajemen Informatika Dan Komputer Antar Bangsa,4,
3053,Sekolah Tinggi Manajemen Informatika Dan Komputer Asia Malang,7,
3054,Sekolah Tinggi Manajemen Informatika Dan Komputer Atma Luhur,2,
3055,Sekolah Tinggi Manajemen Informatika Dan Komputer AUB Surakarta,6,
3056,Sekolah Tinggi Manajemen Informatika Dan Komputer Balikpapan,11,
3057,Sekolah Tinggi Manajemen Informatika Dan Komputer Bandung,4,
3058,Sekolah Tinggi Manajemen Informatika Dan Komputer Bani Saleh,4,
3059,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Adinata,9,
3060,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Bangsa,9,
3061,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Mulia,16,
3062,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Nusantara Jaya Lubuk Linggau,2,
3063,Sekolah Tinggi Manajemen Informatika Dan Komputer Bina Patria,6,
3064,Sekolah Tinggi Manajemen Informatika Dan Komputer Catur Insan Cendekia,4,
3065,Sekolah Tinggi Manajemen Informatika Dan Komputer CIC,4,
3066,Sekolah Tinggi Manajemen Informatika Dan Komputer Cikarang,4,
3067,Sekolah Tinggi Manajemen Informatika Dan Komputer Denpasar,8,
3068,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharma Putra,4,
3069,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharma Wacana,2,
3070,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharmapala Riau,10,
3071,Sekolah Tinggi Manajemen Informatika Dan Komputer Dharmasraya,10,
3072,Sekolah Tinggi Manajemen Informatika Dan Komputer Dipanegara Makassar,9,
3073,Sekolah Tinggi Manajemen Informatika Dan Komputer El Rahma,5,
3074,Sekolah Tinggi Manajemen Informatika Dan Komputer Gici,10,
3075,Sekolah Tinggi Manajemen Informatika Dan Komputer Handayani Makassar,9,
3076,Sekolah Tinggi Manajemen Informatika Dan Komputer Hang Tuah Pekanbaru,10,
3077,Sekolah Tinggi Manajemen Informatika Dan Komputer IBBI,1,
3078,Sekolah Tinggi Manajemen Informatika Dan Komputer Ichsan,16,
3079,Sekolah Tinggi Manajemen Informatika Dan Komputer IM,4,
3080,Sekolah Tinggi Manajemen Informatika Dan Komputer Indo Daya Suvana,3,
3081,Sekolah Tinggi Manajemen Informatika Dan Komputer Indonesia Banda Aceh,13,
3082,Sekolah Tinggi Manajemen Informatika Dan Komputer Indonesia Banjarmasin,11,
3083,Sekolah Tinggi Manajemen Informatika Dan Komputer Indonesia Mandiri,4,
3084,Sekolah Tinggi Manajemen Informatika Dan Komputer Inovasi Sains Teknologi Bisnis,3,
3085,Sekolah Tinggi Manajemen Informatika Dan Komputer Insan Pembangunan,4,
3086,Sekolah Tinggi Manajemen Informatika Dan Komputer Jakarta STI&amp;K,3,
3087,Sekolah Tinggi Manajemen Informatika Dan Komputer Jawa Barat,4,
3088,Sekolah Tinggi Manajemen Informatika Dan Komputer Jayabaya Jakarta,3,
3089,Sekolah Tinggi Manajemen Informatika Dan Komputer Jayakarta,3,
3090,Sekolah Tinggi Manajemen Informatika Dan Komputer Jenderal Achmad Yani Yogyakarta,5,
3091,Sekolah Tinggi Manajemen Informatika Dan Komputer Kaputama,1,
3092,Sekolah Tinggi Manajemen Informatika Dan Komputer Kharisma Karawang,4,
3093,Sekolah Tinggi Manajemen Informatika Dan Komputer Komputama Majenang,6,
3094,Sekolah Tinggi Manajemen Informatika Dan Komputer Lamappapoleonro,9,
3095,Sekolah Tinggi Manajemen Informatika Dan Komputer Lembah Dempo,2,
3096,Sekolah Tinggi Manajemen Informatika Dan Komputer Logika,1,
3097,Sekolah Tinggi Manajemen Informatika Dan Komputer LPKIA Bandung,4,
3098,Sekolah Tinggi Manajemen Informatika Dan Komputer Mahakarya,3,
3099,Sekolah Tinggi Manajemen Informatika Dan Komputer Mardira Indonesia,4,
3100,Sekolah Tinggi Manajemen Informatika Dan Komputer Mercusuar,4,
3101,Sekolah Tinggi Manajemen Informatika Dan Komputer MIC Cikarang,4,
3102,Sekolah Tinggi Manajemen Informatika Dan Komputer Mikar,4,
3103,Sekolah Tinggi Manajemen Informatika Dan Komputer Mikroskil,1,
3104,Sekolah Tinggi Manajemen Informatika Dan Komputer Muhammadiyah Jakarta,3,
3105,Sekolah Tinggi Manajemen Informatika Dan Komputer Nusa Mandiri Jakarta,3,
3106,Sekolah Tinggi Manajemen Informatika Dan Komputer Palcomtech,2,
3107,Sekolah Tinggi Manajemen Informatika Dan Komputer Pesat Nabire,14,
3108,Sekolah Tinggi Manajemen Informatika Dan Komputer Pontianak,11,
3109,Sekolah Tinggi Manajemen Informatika Dan Komputer PPKIA Pradnya Paramita,7,
3110,Sekolah Tinggi Manajemen Informatika Dan Komputer PPKIA Tarakanita Rahmawati Tarakan,11,
3111,Sekolah Tinggi Manajemen Informatika Dan Komputer Prabumulih,2,
3112,Sekolah Tinggi Manajemen Informatika Dan Komputer Pringsewu,2,
3113,Sekolah Tinggi Manajemen Informatika Dan Komputer Profesional Makassar,9,
3114,Sekolah Tinggi Manajemen Informatika Dan Komputer Rosma,4,
3115,Sekolah Tinggi Manajemen Informatika Dan Komputer Royal,1,
3116,Sekolah Tinggi Manajemen Informatika Dan Komputer Sinar Nusantara,6,
3117,Sekolah Tinggi Manajemen Informatika Dan Komputer STIKOM Indonesia,8,
3118,Sekolah Tinggi Manajemen Informatika Dan Komputer Subang,4,
3119,Sekolah Tinggi Manajemen Informatika Dan Komputer Sumedang,4,
3120,Sekolah Tinggi Manajemen Informatika Dan Komputer SuMedang,4,
3121,Sekolah Tinggi Manajemen Informatika Dan Komputer Syaikh Zainuddin Nahdlatul Wathan,8,
3122,Sekolah Tinggi Manajemen Informatika Dan Komputer Tunas Bangsa,6,
3123,Sekolah Tinggi Manajemen Informatika Dan Komputer Widuri,3,
3124,Sekolah Tinggi Manajemen Informatika Dan Komputer Widya Pratama,6,
3125,Sekolah Tinggi Manajemen Informatika Dan Komputer WIT Cirebon,4,
3126,Sekolah Tinggi Manajemen Informatika Dn Komputer Royal,1,
3127,Sekolah Tinggi Manajemen Informatika Komputer Mataram,8,
3128,Sekolah Tinggi Manajemen Informatika Komputer Stella Maris Sumba,15,
3129,Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang,15,
3130,Sekolah Tinggi Manajemen IPMI,3,
3131,Sekolah Tinggi Manajemen Labora,3,
3132,Sekolah Tinggi Manajemen Logistik Indonesia,4,
3133,Sekolah Tinggi Manajemen Ppm,3,
3134,Sekolah Tinggi Manajemen Resiko Dan Asuransi,3,
3135,Sekolah Tinggi Manajemen Risiko Dan Asuransi,3,
3136,Sekolah Tinggi Maritim Dan Transpor AMNI,6,
3137,Sekolah Tinggi Maritim Yogyakarta,5,
3138,Sekolah Tinggi Matematika &amp; Ilmu Pengetahuan Alam,4,
3139,Sekolah Tinggi Media Komunikasi Trisakti,3,
3140,Sekolah Tinggi Meteorologi Klimatologi Dan Geofisika,,
3141,Sekolah Tinggi Multi Media &quot;MMTC&quot; Yogyakarta,,
3142,Sekolah Tinggi Multi Media 'MMTC' Yogyakarta,,
3143,Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna,1,
3144,Sekolah Tinggi Pariwisata  Soromandi Bima,8,
3145,Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,5,
3146,Sekolah Tinggi Pariwisata Ampta Yogyakarta,5,
3147,Sekolah Tinggi Pariwisata AMPTA Yogyakarta,5,
3148,Sekolah Tinggi Pariwisata Ars Internasional,4,
3149,Sekolah Tinggi Pariwisata Bali Internasional,8,
3150,Sekolah Tinggi Pariwisata Bandung,,
3151,Sekolah Tinggi Pariwisata Bogor,4,
3152,Sekolah Tinggi Pariwisata Mataram,8,
3153,Sekolah Tinggi Pariwisata Nusa Dua Bali,,
3154,Sekolah Tinggi Pariwisata Pelita Harapan,3,
3155,Sekolah Tinggi Pariwisata Riau,10,
3156,Sekolah Tinggi Pariwisata Sahid,3,
3157,Sekolah Tinggi Pariwisata Sahid Surakarta,6,
3158,Sekolah Tinggi Pariwisata Satya Widya,7,
3159,Sekolah Tinggi Pariwisata Triatma Jaya,8,
3160,Sekolah Tinggi Pariwisata Trisakti,3,
3161,Sekolah Tinggi Pastoral Kateketik (STPKat) Santo Fransiskus Asisi Semarang,,
3162,Sekolah Tinggi Pastoral Reinha  Larantuka,,
3163,Sekolah Tinggi Pastoral St. Petrus  Keuskupan Atambua,,
3164,Sekolah Tinggi Pembangunan Masyarakat Desa APMD,5,
3165,Sekolah Tinggi Pembangunan Masyarakat Santa Ursula,15,
3166,Sekolah Tinggi Pendidikan Agama Kristen (STIPAK) Malang,,
3167,Sekolah Tinggi Pendidikan Islam (STPI) Bina Insan Mulia Yogyakarta,,
3168,Sekolah Tinggi Penerbangan Aviasi,3,
3169,Sekolah Tinggi Penerbangan Indonesia Curug,,
3170,Sekolah Tinggi Penyuluhan Pertanian (STPP) Magelang,,
3171,Sekolah Tinggi Penyuluhan Pertanian Bogor,,
3172,Sekolah Tinggi Penyuluhan Pertanian Gowa,,
3173,Sekolah Tinggi Penyuluhan Pertanian Malang,,
3174,Sekolah Tinggi Perikanan,,
3175,Sekolah Tinggi Perikanan Dan Kelautan Matauli,1,
3176,Sekolah Tinggi Perikanan Dan Kelautan Palu,16,
3177,Sekolah Tinggi Perikanan Hatta-sjahrir,12,
3178,Sekolah Tinggi Perikanan Sibolga,1,
3179,Sekolah Tinggi Perkebunan Lampung,2,
3180,Sekolah Tinggi Perpajakan Indonesia,3,
3181,Sekolah Tinggi Pertanahan Nasional Yogyakarta,,
3182,Sekolah Tinggi Pertanian Haji Agus Salim,10,
3183,Sekolah Tinggi Pertanian Kewirausahaan Banau,12,
3184,Sekolah Tinggi Pertanian Kutai Timur,11,
3185,Sekolah Tinggi Pertanian Labuha,12,
3186,Sekolah Tinggi Pesantren Darunna'im Lebak Banten,,
3187,SEKOLAH TINGGI PONDOK PESANTREN ASSANADIYAH PALEMBANG,,
3188,Sekolah Tinggi Psikologi Yogyakarta,5,
3189,Sekolah Tinggi Sains Dan Teknologi Indonesia,4,
3190,Sekolah Tinggi Sains Islam Bina Cendekia Utama Cirebon,,
3191,Sekolah Tinggi Sandi Negara,,
3192,Sekolah Tinggi Seni Musik Bandung,4,
3193,Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia,5,
3194,Sekolah Tinggi Sosial Politik Waskita Darma,7,
3195,Sekolah Tinggi Teknik Atlas Nusantara,7,
3196,Sekolah Tinggi Teknik Baramuli,9,
3197,Sekolah Tinggi Teknik Bima,8,
3198,Sekolah Tinggi Teknik Harapan,1,
3199,Sekolah Tinggi Teknik Ibnu Sina,10,
3200,Sekolah Tinggi Teknik Ilmu Komputer Insan Unggul,4,
3201,Sekolah Tinggi Teknik Iskandar Thani,13,
3202,Sekolah Tinggi Teknik Karawang,4,
3203,Sekolah Tinggi Teknik Lingkungan Mataram,8,
3204,SEKOLAH TINGGI TEKNIK LINGKUNGAN MATARAM,,
3205,Sekolah Tinggi Teknik Malang,7,
3206,Sekolah Tinggi Teknik Multimedia Cendikia Abditama,4,
3207,Sekolah Tinggi Teknik Poliprofesi,1,
3208,Sekolah Tinggi Teknik Qomaruddin,7,
3209,Sekolah Tinggi Teknik Surabaya,7,
3210,Sekolah Tinggi Teknik Wiworotomo,6,
3211,Sekolah Tinggi Teknologi &quot;Warga&quot; Surakarta,6,
3212,Sekolah Tinggi Teknologi Adisutjipto,5,
3213,Sekolah Tinggi Teknologi Angkatan Laut,,
3214,Sekolah Tinggi Teknologi Bandung,4,
3215,Sekolah Tinggi Teknologi Banten,4,
3216,Sekolah Tinggi Teknologi Bina Tunggal,4,
3217,Sekolah Tinggi Teknologi Bontang,11,
3218,Sekolah Tinggi Teknologi Cahaya Surya,7,
3219,Sekolah Tinggi Teknologi Cipasung,4,
3220,Sekolah Tinggi Teknologi Cirebon,4,
3221,Sekolah Tinggi Teknologi Dr Kh Ez Muttaqien,4,
3222,Sekolah Tinggi Teknologi Dumai,10,
3223,Sekolah Tinggi Teknologi Duta Bangsa,4,
3224,Sekolah Tinggi Teknologi Fatahillah Cilegon,4,
3225,Sekolah Tinggi Teknologi Garut,4,
3226,Sekolah Tinggi Teknologi Gempol,7,
3227,Sekolah Tinggi Teknologi Ilmu Komputer (STTIKOM) Insan Unggul,4,
3228,Sekolah Tinggi Teknologi Immanuel,1,
3229,Sekolah Tinggi Teknologi Indonesia,3,
3230,Sekolah Tinggi Teknologi Indonesia Tanjung Pinang,10,
3231,Sekolah Tinggi Teknologi Indragiri,10,
3232,Sekolah Tinggi Teknologi Industri Bontang,11,
3233,SEKOLAH TINGGI TEKNOLOGI INDUSTRI DAN FARMASI BOGOR,,
3234,Sekolah Tinggi Teknologi Industri Padang,10,
3235,Sekolah Tinggi Teknologi Informasi NIIT,3,
3236,Sekolah Tinggi Teknologi Jakarta,3,
3237,Sekolah Tinggi Teknologi Kedirgantaraan,5,
3238,Sekolah Tinggi Teknologi Kelautan,9,
3239,Sekolah Tinggi Teknologi Kelautan Balik Diwa,9,
3240,Sekolah Tinggi Teknologi Kreatif Bina Nusantara Bandung,4,
3241,Sekolah Tinggi Teknologi Mandala,4,
3242,Sekolah Tinggi Teknologi Mekongga,9,
3243,Sekolah Tinggi Teknologi Migas,11,
3244,Sekolah Tinggi Teknologi Mineral Indonesia,4,
3245,Sekolah Tinggi Teknologi Minyak Dan Gas Bumi Balikpapan,11,
3246,Sekolah Tinggi Teknologi Mitra Karya,4,
3247,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,4,
3248,Sekolah Tinggi Teknologi Muhammadiyah Kebumen,6,
3249,Sekolah Tinggi Teknologi Mutu Muhammadiyah,4,
3250,Sekolah Tinggi Teknologi Nasional,5,
3251,Sekolah Tinggi Teknologi Nasional Jambi,10,
3252,Sekolah Tinggi Teknologi Nuklir Yogyakarta,,
3253,Sekolah Tinggi Teknologi Nusantara Indonesia,9,
3254,Sekolah Tinggi Teknologi Nusantara Lampung,2,
3255,Sekolah Tinggi Teknologi Pagaralam,2,
3256,Sekolah Tinggi Teknologi Payakumbuh,10,
3257,Sekolah Tinggi Teknologi Pekanbaru,10,
3258,Sekolah Tinggi Teknologi Pelalawan,10,
3259,Sekolah Tinggi Teknologi Pelita Bangsa,4,
3260,Sekolah Tinggi Teknologi Pomosda,7,
3261,Sekolah Tinggi Teknologi Ronggolawe,6,
3262,Sekolah Tinggi Teknologi Sinar Husni,1,
3263,Sekolah Tinggi Teknologi Stikma Internasional,7,
3264,Sekolah Tinggi Teknologi Telematika Telkom,6,
3265,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,4,
3266,Sekolah Tinggi Teknologi Texmaco,4,
3267,Sekolah Tinggi Teknologi Wastukancana,4,
3268,Sekolah Tinggi Teknologi YBS Internasional,4,
3269,Sekolah Tinggi Teknologi Yupentek,4,
3270,Sekolah Tinggi Teologi Abdi Gusti,,
3271,Sekolah Tinggi Teologi Abdi Gusti Nganjuk,,
3272,Sekolah Tinggi Teologi Abdi Sabda Medan,,
3273,Sekolah Tinggi Teologi Abdiel Ungaran,,
3274,Sekolah Tinggi Teologi Adhi Wacana Surabaya,,
3275,Sekolah Tinggi Teologi Agapes,,
3276,Sekolah Tinggi Teologi Agapes Jakarta,,
3277,Sekolah Tinggi Teologi Aletheia,,
3278,Sekolah Tinggi Teologi Amanat Agung,,
3279,Sekolah Tinggi Teologi Amsal,,
3280,Sekolah Tinggi Teologi Andatu,,
3281,Sekolah Tinggi Teologi Anderson Manado,,
3282,Sekolah Tinggi Teologi Anugerah Misi Nias Barat,,
3283,Sekolah Tinggi Teologi Anugrah,,
3284,Sekolah Tinggi Teologi Apollos Jakarta,,
3285,Sekolah Tinggi Teologi Arastamar Bengkulu,,
3286,Sekolah Tinggi Teologi Arastamar Mamasa,,
3287,Sekolah Tinggi Teologi Arrabona Bogor,,
3288,Sekolah Tinggi Teologi ATI Anjungan Pontianak,,
3289,Sekolah Tinggi Teologi Bandung,,
3290,Sekolah Tinggi Teologi Baptis Bandung,,
3291,Sekolah Tinggi Teologi Baptis Independen Indonesia Purworejo,,
3292,Sekolah Tinggi Teologi Baptis Indonesia,,
3293,Sekolah Tinggi Teologi Baptis Jakarta,,
3294,Sekolah Tinggi Teologi Baptis Kalvari Jakarta,,
3295,Sekolah Tinggi Teologi Baptis Medan,,
3296,Sekolah Tinggi Teologi Baptis Papua,,
3297,Sekolah Tinggi Teologi Basom,,
3298,Sekolah Tinggi Teologi Berea Ansang,,
3299,Sekolah Tinggi Teologi Berea Pontianak,,
3300,Sekolah Tinggi Teologi Berea Salatiga,,
3301,Sekolah Tinggi Teologi Berita Hidup,,
3302,Sekolah Tinggi Teologi Bethel Ambon,,
3303,Sekolah Tinggi Teologi Bethel Indonesia,,
3304,Sekolah Tinggi Teologi Bethel Medan,,
3305,Sekolah Tinggi Teologi Bethel Samarinda,,
3306,Sekolah Tinggi Teologi Bethel The Way,,
3307,Sekolah Tinggi Teologi Bethesda,,
3308,Sekolah Tinggi Teologi Bethesda Bekasi,,
3309,Sekolah Tinggi Teologi Bina Insani Indonesia Kasih Abadi Pematang Siantar,,
3310,Sekolah Tinggi Teologi Bina Muda Wirawan Medan,,
3311,Sekolah Tinggi Teologi Bisanry,,
3312,Sekolah Tinggi Teologi Blessing Indonesia Makassar,,
3313,Sekolah Tinggi Teologi BNKP Sunderman,,
3314,Sekolah Tinggi Teologi Borneo,,
3315,Sekolah Tinggi Teologi Cianjur,,
3316,Sekolah Tinggi Teologi Cipanas,,
3317,Sekolah Tinggi Teologi Diakonos,,
3318,Sekolah Tinggi Teologi Duta Panisal Jember,,
3319,Sekolah Tinggi Teologi Efata Salatiga,,
3320,Sekolah Tinggi Teologi Ekklesia Pontianak,,
3321,Sekolah Tinggi Teologi Ekumene,,
3322,Sekolah Tinggi Teologi Elohim,,
3323,Sekolah Tinggi Teologi El-Shadday Surakarta,,
3324,Sekolah Tinggi Teologi Erikson Tritt,,
3325,Sekolah Tinggi Teologi Excelsius,,
3326,Sekolah Tinggi Teologi Filadelfia Langowan,,
3327,Sekolah Tinggi Teologi Galilea Indonesia,,
3328,Sekolah Tinggi Teologi Gamaliel,,
3329,Sekolah Tinggi Teologi Gamaliel Surakarta,,
3330,Sekolah Tinggi Teologi Gereja Injili Di Indonesia,,
3331,Sekolah Tinggi Teologi Gereja Kalimantan Evangelis,,
3332,Sekolah Tinggi Teologi Gereja Kalimantan Evangelis (GKE),,
3333,Sekolah Tinggi Teologi Gereja Kristen Luther Indonesia,,
3334,Sekolah Tinggi Teologi Gereja Kristen Sulawesi Tengah Tentena,,
3335,Sekolah Tinggi Teologi Gereja Methodist Indonesia Bandar Baru,,
3336,Sekolah Tinggi Teologi Gereja Pentakosta Di Indonesia Pematang Siantar,,
3337,Sekolah Tinggi Teologi Gereja Protestan Indonesia Papua,,
3338,Sekolah Tinggi Teologi Global Glow Indonesia Jakarta,,
3339,Sekolah Tinggi Teologi Hagiasmos Mission Jakarta,,
3340,Sekolah Tinggi Teologi Happy Family,,
3341,Sekolah Tinggi Teologi HKBP,,
3342,Sekolah Tinggi Teologi Huperetes Batam,,
3343,Sekolah Tinggi Teologi IKAT Jakarta,,
3344,Sekolah Tinggi Teologi IKSM Santosa Asih,,
3345,Sekolah Tinggi Teologi IKSM Sentosa Asih,,
3346,Sekolah Tinggi Teologi Iman Jakarta,,
3347,Sekolah Tinggi Teologi Imanuel (SETITEL) Teluk Dalam Kabupaten Nias Selatan,,
3348,Sekolah Tinggi Teologi Imanuel Ministry El Shadday,,
3349,Sekolah Tinggi Teologi Immanuel Nusantara Jakarta,,
3350,Sekolah Tinggi Teologi Immanuel Sintang Kal-bar,,
3351,Sekolah Tinggi Teologi Inalta,,
3352,Sekolah Tinggi Teologi Indonesia Manado,,
3353,Sekolah Tinggi Teologi Injil Bhakti Caraka Batam,,
3354,Sekolah Tinggi Teologi Injili Abdi Allah,,
3355,Sekolah Tinggi Teologi Injili Arastamar (SETIA) Jakarta,,
3356,Sekolah Tinggi Teologi Injili Arastamar (SETIA) Ngabang,,
3357,Sekolah Tinggi Teologi Injili Bethsaida Medan,,
3358,Sekolah Tinggi Teologi Injili Efrata Sidoarjo,,
3359,Sekolah Tinggi Teologi Injili Humble Bengkayang,,
3360,Sekolah Tinggi Teologi Injili Indonesia Ambon,,
3361,Sekolah Tinggi Teologi Injili Indonesia Bali,,
3362,Sekolah Tinggi Teologi Injili Indonesia Batam,,
3363,Sekolah Tinggi Teologi Injili Indonesia Jakarta,,
3364,Sekolah Tinggi Teologi Injili Indonesia Palu,,
3365,Sekolah Tinggi Teologi Injili Indonesia Purwokerto,,
3366,Sekolah Tinggi Teologi Injili Indonesia Samarinda,,
3367,Sekolah Tinggi Teologi Injili Indonesia Surabaya,,
3368,Sekolah Tinggi Teologi Injili Indonesia Yogyakarta,,
3369,Sekolah Tinggi Teologi Injili Mahkota Sion Saumlaki,,
3370,Sekolah Tinggi Teologi Internasional Harvest,,
3371,Sekolah Tinggi Teologi Intheos Surakarta,,
3372,Sekolah Tinggi Teologi Inti Bandung,,
3373,Sekolah Tinggi Teologi Jaffray Jakarta,,
3374,Sekolah Tinggi Teologi Jemaat Kristus Indonesia,,
3375,Sekolah Tinggi Teologi Johanes Calvin Bali,,
3376,Sekolah Tinggi Teologi Kadesi Bogor,,
3377,Sekolah Tinggi Teologi Kadesi Yogyakarta,,
3378,Sekolah Tinggi Teologi Kalimantan,,
3379,Sekolah Tinggi Teologi Kalvari Maluku Utara,,
3380,Sekolah Tinggi Teologi Kanaan Nusantara Ungaran,,
3381,Sekolah Tinggi Teologi Katharos Indonesia Bekasi,,
3382,Sekolah Tinggi Teologi Kharisma Bandung,,
3383,Sekolah Tinggi Teologi Khatulistiwa Sintang,,
3384,Sekolah Tinggi Teologi Kibaid Makale,,
3385,Sekolah Tinggi Teologi Kingdom,,
3386,Sekolah Tinggi Teologi Kingdom Bali,,
3387,Sekolah Tinggi Teologi Kristus Alfa Omega,,
3388,Sekolah Tinggi Teologi Lintas Budaya Jakarta,,
3389,Sekolah Tinggi Teologi Magelang,,
3390,Sekolah Tinggi Teologi Mamasa,,
3391,Sekolah Tinggi Teologi Marturia Tanjung Balai,,
3392,Sekolah Tinggi Teologi Mawar Saron Lampung,,
3393,Sekolah Tinggi Teologi Mitra,,
3394,Sekolah Tinggi Teologi Moriah Tangerang,,
3395,Sekolah Tinggi Teologi Nias,,
3396,Sekolah Tinggi Teologi Nusantara Salatiga,,
3397,Sekolah Tinggi Teologi Oikumene Injili Sidikalang,,
3398,Sekolah Tinggi Teologi Pantekosta Batam,,
3399,Sekolah Tinggi Teologi Pantekosta Jakarta,,
3400,Sekolah Tinggi Teologi Pantekosta Sumut - Aceh,,
3401,Sekolah Tinggi Teologi Parakletos Surabaya,,
3402,Sekolah Tinggi Teologi Parakletos Tomohon,,
3403,Sekolah Tinggi Teologi Paulus Jakarta,,
3404,Sekolah Tinggi Teologi Paulus Medan,,
3405,Sekolah Tinggi Teologi Pelita Bangsa,,
3406,Sekolah Tinggi Teologi Pelita Bangsa Jakarta,,
3407,Sekolah Tinggi Teologi Pelita Dunia Banten,,
3408,Sekolah Tinggi Teologi Pelita Kebenaran,,
3409,Sekolah Tinggi Teologi Pentakosta Mooat,,
3410,Sekolah Tinggi Teologi Periago Pekanbaru,,
3411,Sekolah Tinggi Teologi Perjanjiannya Kabanjahe,,
3412,Sekolah Tinggi Teologi Pokok Anggur Jakarta,,
3413,Sekolah Tinggi Teologi Pontianak,,
3414,Sekolah Tinggi Teologi Presbyterian Shema,,
3415,Sekolah Tinggi Teologi Rahmat Emmanuel Jakarta,,
3416,Sekolah Tinggi Teologi Real,,
3417,Sekolah Tinggi Teologi Real Batam,,
3418,Sekolah Tinggi Teologi Reformed Indonesia,,
3419,Sekolah Tinggi Teologi Reformed Injili Internasional,,
3420,Sekolah Tinggi Teologi Renatus Pematang Siantar,,
3421,Sekolah Tinggi Teologi Renatus Pematangsiantar,,
3422,Sekolah Tinggi Teologi SAAT,,
3423,Sekolah Tinggi Teologi Sabda Agung (STTSA),,
3424,Sekolah Tinggi Teologi Salem,,
3425,Sekolah Tinggi Teologi Samuel Elizabeth,,
3426,Sekolah Tinggi Teologi Sangkakala,,
3427,Sekolah Tinggi Teologi SAPPI Ciranjang,,
3428,Sekolah Tinggi Teologi Satyabhakti,,
3429,Sekolah Tinggi Teologi Simpson Ungaran,,
3430,Sekolah Tinggi Teologi Sola Gratia Indonesia,,
3431,Sekolah Tinggi Teologi Sola Gratia Medan,,
3432,Sekolah Tinggi Teologi Soteria Purwokerto,,
3433,Sekolah Tinggi Teologi Stars Lub Luwuk Banggai,,
